Name	NameEnglish	Subtype	MainCategory	Region	Description
శ్రీలంక	శ్రీలంక	COUNTRY	LOCATION	International	శ్రీలంక is a country
సమోవా	సమోవా	COUNTRY	LOCATION	International	సమోవా is a country
సావో టోమే మరియు ప్రిన్సిపే	సావో టోమే మరియు ప్రిన్సిపే	COUNTRY	LOCATION	International	సావో టోమే మరియు ప్రిన్సిపే is a country
సియెర్రా లియోన్	సియెర్రా లియోన్	COUNTRY	LOCATION	International	సియెర్రా లియోన్ is a country
సిరియా	సిరియా	COUNTRY	LOCATION	International	సిరియా is a country
సూడాన్	సూడాన్	COUNTRY	LOCATION	International	సూడాన్ is a country
సూరినామ్	సూరినామ్	COUNTRY	LOCATION	International	సూరినామ్ is a country
సెంట్రల్ అఫ్రికన్ రిపబ్లిక్	సెంట్రల్ అఫ్రికన్ రిపబ్లిక్	COUNTRY	LOCATION	International	సెంట్రల్ అఫ్రికన్ రిపబ్లిక్ is a country
సెనెగల్	సెనెగల్	COUNTRY	LOCATION	International	సెనెగల్ is a country
సెయింట్ కిట్స్ మరియు నెవిస్	సెయింట్ కిట్స్ మరియు నెవిస్	COUNTRY	LOCATION	International	సెయింట్ కిట్స్ మరియు నెవిస్ is a country
సెయింట్ లూసియా	సెయింట్ లూసియా	COUNTRY	LOCATION	International	సెయింట్ లూసియా is a country
సెయింట్ విన్సెంట్ మరియు గ్రెనడీన్స్	సెయింట్ విన్సెంట్ మరియు గ్రెనడీన్స్	COUNTRY	LOCATION	International	సెయింట్ విన్సెంట్ మరియు గ్రెనడీన్స్ is a country
సెయిషెల్స్	సెయిషెల్స్	COUNTRY	LOCATION	International	సెయిషెల్స్ is a country
సెర్బియా	సెర్బియా	COUNTRY	LOCATION	International	సెర్బియా is a country
సైప్రస్	సైప్రస్	COUNTRY	LOCATION	International	సైప్రస్ is a country
సొలోమన్ దీవులు	సొలోమన్ దీవులు	COUNTRY	LOCATION	International	సొలోమన్ దీవులు is a country
సోమాలియా	సోమాలియా	COUNTRY	LOCATION	International	సోమాలియా is a country
సౌదీ అరేబియా	సౌదీ అరేబియా	COUNTRY	LOCATION	International	సౌదీ అరేబియా is a country
స్పెయిన్	స్పెయిన్	COUNTRY	LOCATION	International	స్పెయిన్ is a country
స్లోవాకియా	స్లోవాకియా	COUNTRY	LOCATION	International	స్లోవాకియా is a country
స్లోవేనియా	స్లోవేనియా	COUNTRY	LOCATION	International	స్లోవేనియా is a country
స్విట్జర్లాండ్	స్విట్జర్లాండ్	COUNTRY	LOCATION	International	స్విట్జర్లాండ్ is a country
స్వీడన్	స్వీడన్	COUNTRY	LOCATION	International	స్వీడన్ is a country
హంగేరీ	హంగేరీ	COUNTRY	LOCATION	International	హంగేరీ is a country
హైతి	హైతి	COUNTRY	LOCATION	International	హైతి is a country
హోండూరస్	హోండూరస్	COUNTRY	LOCATION	International	హోండూరస్ is a country
అనకాపల్లి	అనకాపల్లి	DISTRICT	LOCATION	Andhra Pradesh/Telangana	అనకాపల్లి is a district in Andhra Pradesh/Telangana
అన్నమయ్య	అన్నమయ్య	DISTRICT	LOCATION	Andhra Pradesh/Telangana	అన్నమయ్య is a district in Andhra Pradesh/Telangana
అల్లూరి సీతారామ రాజు	అల్లూరి సీతారామ రాజు	DISTRICT	LOCATION	Andhra Pradesh/Telangana	అల్లూరి సీతారామ రాజు is a district in Andhra Pradesh/Telangana
ఆదిలాబాద్	ఆదిలాబాద్	DISTRICT	LOCATION	Andhra Pradesh/Telangana	ఆదిలాబాద్ is a district in Andhra Pradesh/Telangana
ఈస్ట్ గోదావరి	ఈస్ట్ గోదావరి	DISTRICT	LOCATION	Andhra Pradesh/Telangana	ఈస్ట్ గోదావరి is a district in Andhra Pradesh/Telangana
ఎలూరు	ఎలూరు	DISTRICT	LOCATION	Andhra Pradesh/Telangana	ఎలూరు is a district in Andhra Pradesh/Telangana
కృష్ణా	Krishna	DISTRICT	LOCATION	Andhra Pradesh/Telangana	కృష్ణా is a district in Andhra Pradesh/Telangana
కృష్ణా జిల్లా	కృష్ణా జిల్లా	DISTRICT	LOCATION	Andhra Pradesh/Telangana	కృష్ణా జిల్లా is a district in Andhra Pradesh/Telangana
కొణసీమ	కొణసీమ	DISTRICT	LOCATION	Andhra Pradesh/Telangana	కొణసీమ is a district in Andhra Pradesh/Telangana
కొమరం భీం అసిఫాబాద్	కొమరం భీం అసిఫాబాద్	DISTRICT	LOCATION	Andhra Pradesh/Telangana	కొమరం భీం అసిఫాబాద్ is a district in Andhra Pradesh/Telangana
గుంటూరు జిల్లా	గుంటూరు జిల్లా	DISTRICT	LOCATION	Andhra Pradesh/Telangana	గుంటూరు జిల్లా is a district in Andhra Pradesh/Telangana
జయశంకర్ భూపాలపల్లి	జయశంకర్ భూపాలపల్లి	DISTRICT	LOCATION	Andhra Pradesh/Telangana	జయశంకర్ భూపాలపల్లి is a district in Andhra Pradesh/Telangana
నల్గొండ	నల్గొండ	DISTRICT	LOCATION	Andhra Pradesh/Telangana	నల్గొండ is a district in Andhra Pradesh/Telangana
నారాయణపేట	నారాయణపేట	DISTRICT	LOCATION	Andhra Pradesh/Telangana	నారాయణపేట is a district in Andhra Pradesh/Telangana
నిర్మల్	నిర్మల్	DISTRICT	LOCATION	Andhra Pradesh/Telangana	నిర్మల్ is a district in Andhra Pradesh/Telangana
పల్నాడు	Palnadu	DISTRICT	LOCATION	Andhra Pradesh/Telangana	పల్నాడు is a district in Andhra Pradesh/Telangana
పశ్చిమ గోదావరి	పశ్చిమ గోదావరి	DISTRICT	LOCATION	Andhra Pradesh/Telangana	పశ్చిమ గోదావరి is a district in Andhra Pradesh/Telangana
పార్వతీపురం మన్యం	పార్వతీపురం మన్యం	DISTRICT	LOCATION	Andhra Pradesh/Telangana	పార్వతీపురం మన్యం is a district in Andhra Pradesh/Telangana
పెద్దపల్లి	పెద్దపల్లి	DISTRICT	LOCATION	Andhra Pradesh/Telangana	పెద్దపల్లి is a district in Andhra Pradesh/Telangana
ప్రకాశం	ప్రకాశం	DISTRICT	LOCATION	Andhra Pradesh/Telangana	ప్రకాశం is a district in Andhra Pradesh/Telangana
మంచిర్యాల	మంచిర్యాల	DISTRICT	LOCATION	Andhra Pradesh/Telangana	మంచిర్యాల is a district in Andhra Pradesh/Telangana
మహబూబాబాద్	మహబూబాబాద్	DISTRICT	LOCATION	Andhra Pradesh/Telangana	మహబూబాబాద్ is a district in Andhra Pradesh/Telangana
మహబూబ్‌నగర్	మహబూబ్‌నగర్	DISTRICT	LOCATION	Andhra Pradesh/Telangana	మహబూబ్‌నగర్ is a district in Andhra Pradesh/Telangana
ములుగు	ములుగు	DISTRICT	LOCATION	Andhra Pradesh/Telangana	ములుగు is a district in Andhra Pradesh/Telangana
మెదక్	మెదక్	DISTRICT	LOCATION	Andhra Pradesh/Telangana	మెదక్ is a district in Andhra Pradesh/Telangana
యాదాద్రి భువనగిరి	యాదాద్రి భువనగిరి	DISTRICT	LOCATION	Andhra Pradesh/Telangana	యాదాద్రి భువనగిరి is a district in Andhra Pradesh/Telangana
రంగారెడ్డి	రంగారెడ్డి	DISTRICT	LOCATION	Andhra Pradesh/Telangana	రంగారెడ్డి is a district in Andhra Pradesh/Telangana
వరంగల్ గ్రామీణ	వరంగల్ గ్రామీణ	DISTRICT	LOCATION	Andhra Pradesh/Telangana	వరంగల్ గ్రామీణ is a district in Andhra Pradesh/Telangana
వరంగల్ పట్టణ	వరంగల్ పట్టణ	DISTRICT	LOCATION	Andhra Pradesh/Telangana	వరంగల్ పట్టణ is a district in Andhra Pradesh/Telangana
వికారాబాద్	వికారాబాద్	DISTRICT	LOCATION	Andhra Pradesh/Telangana	వికారాబాద్ is a district in Andhra Pradesh/Telangana
శ్రీ పొట్టి శ్రీరాములు నెల్లూరు	శ్రీ పొట్టి శ్రీరాములు నెల్లూరు	DISTRICT	LOCATION	Andhra Pradesh/Telangana	శ్రీ పొట్టి శ్రీరాములు నెల్లూరు is a district in Andhra Pradesh/Telangana
శ్రీకాకుళం	Srikakulam	DISTRICT	LOCATION	Andhra Pradesh/Telangana	శ్రీకాకుళం is a district in Andhra Pradesh/Telangana
సంగారెడ్డి	సంగారెడ్డి	DISTRICT	LOCATION	Andhra Pradesh/Telangana	సంగారెడ్డి is a district in Andhra Pradesh/Telangana
సిద్ధిపేట	సిద్ధిపేట	DISTRICT	LOCATION	Andhra Pradesh/Telangana	సిద్ధిపేట is a district in Andhra Pradesh/Telangana
హనుమకొండ	హనుమకొండ	DISTRICT	LOCATION	Andhra Pradesh/Telangana	హనుమకొండ is a district in Andhra Pradesh/Telangana
అంబాజీపేట	అంబాజీపేట	MANDAL	LOCATION	South India	అంబాజీపేట is a mandal in Andhra Pradesh/Telangana
అత్తిలి	అత్తిలి	MANDAL	LOCATION	South India	అత్తిలి is a mandal in Andhra Pradesh/Telangana
అనంతగిరి	అనంతగిరి	MANDAL	LOCATION	South India	అనంతగిరి is a mandal in Andhra Pradesh/Telangana
అనంతపురం అర్బన్	అనంతపురం అర్బన్	MANDAL	LOCATION	South India	అనంతపురం అర్బన్ is a mandal in Andhra Pradesh/Telangana
అనంతపురం రూరల్	అనంతపురం రూరల్	MANDAL	LOCATION	South India	అనంతపురం రూరల్ is a mandal in Andhra Pradesh/Telangana
అనపర్తి	అనపర్తి	MANDAL	LOCATION	South India	అనపర్తి is a mandal in Andhra Pradesh/Telangana
అముదాలవలస	అముదాలవలస	MANDAL	LOCATION	South India	అముదాలవలస is a mandal in Andhra Pradesh/Telangana
అర్రావుపేట	అర్రావుపేట	MANDAL	LOCATION	South India	అర్రావుపేట is a mandal in Andhra Pradesh/Telangana
అలంపూర్	అలంపూర్	MANDAL	LOCATION	South India	అలంపూర్ is a mandal in Andhra Pradesh/Telangana
అల్లగడ్డ	అల్లగడ్డ	MANDAL	LOCATION	South India	అల్లగడ్డ is a mandal in Andhra Pradesh/Telangana
అశ్వారావుపేట	అశ్వారావుపేట	MANDAL	LOCATION	South India	అశ్వారావుపేట is a mandal in Andhra Pradesh/Telangana
అసిఫాబాద్	అసిఫాబాద్	MANDAL	LOCATION	South India	అసిఫాబాద్ is a mandal in Andhra Pradesh/Telangana
ఆమలాపురం	ఆమలాపురం	MANDAL	LOCATION	South India	ఆమలాపురం is a mandal in Andhra Pradesh/Telangana
ఆమీర్పేట	ఆమీర్పేట	MANDAL	LOCATION	South India	ఆమీర్పేట is a mandal in Andhra Pradesh/Telangana
ఆల్లాపూర్	ఆల్లాపూర్	MANDAL	LOCATION	South India	ఆల్లాపూర్ is a mandal in Andhra Pradesh/Telangana
ఇంద్రవెల్లి	ఇంద్రవెల్లి	MANDAL	LOCATION	South India	ఇంద్రవెల్లి is a mandal in Andhra Pradesh/Telangana
ఇచోడ	ఇచోడ	MANDAL	LOCATION	South India	ఇచోడ is a mandal in Andhra Pradesh/Telangana
ఇబ్రహింపట్నం	ఇబ్రహింపట్నం	MANDAL	LOCATION	South India	ఇబ్రహింపట్నం is a mandal in Andhra Pradesh/Telangana
ఉత్నూర్	ఉత్నూర్	MANDAL	LOCATION	South India	ఉత్నూర్ is a mandal in Andhra Pradesh/Telangana
ఉప్పununun	ఉప్పununun	MANDAL	LOCATION	South India	ఉప్పununun is a mandal in Andhra Pradesh/Telangana
ఉప్పల	ఉప్పల	MANDAL	LOCATION	South India	ఉప్పల is a mandal in Andhra Pradesh/Telangana
ఉప్పలపాడు	ఉప్పలపాడు	MANDAL	LOCATION	South India	ఉప్పలపాడు is a mandal in Andhra Pradesh/Telangana
ఉప్పల్	ఉప్పల్	MANDAL	LOCATION	South India	ఉప్పల్ is a mandal in Andhra Pradesh/Telangana
ఉమ్మాల	ఉమ్మాల	MANDAL	LOCATION	South India	ఉమ్మాల is a mandal in Andhra Pradesh/Telangana
ఉయ్యూరు	ఉయ్యూరు	MANDAL	LOCATION	South India	ఉయ్యూరు is a mandal in Andhra Pradesh/Telangana
ఎటపాక	ఎటపాక	MANDAL	LOCATION	South India	ఎటపాక is a mandal in Andhra Pradesh/Telangana
ఎర్రాపల్లి	ఎర్రాపల్లి	MANDAL	LOCATION	South India	ఎర్రాపల్లి is a mandal in Andhra Pradesh/Telangana
ఎల్.బి.నగర్	ఎల్.బి.నగర్	MANDAL	LOCATION	South India	ఎల్.బి.నగర్ is a mandal in Andhra Pradesh/Telangana
ఓబులవారిపల్లి	ఓబులవారిపల్లి	MANDAL	LOCATION	South India	ఓబులవారిపల్లి is a mandal in Andhra Pradesh/Telangana
కందుకూరు	కందుకూరు	MANDAL	LOCATION	South India	కందుకూరు is a mandal in Andhra Pradesh/Telangana
కథ్లాపూర్	కథ్లాపూర్	MANDAL	LOCATION	South India	కథ్లాపూర్ is a mandal in Andhra Pradesh/Telangana
కదం	కదం	MANDAL	LOCATION	South India	కదం is a mandal in Andhra Pradesh/Telangana
కమలాపురం	కమలాపురం	MANDAL	LOCATION	South India	కమలాపురం is a mandal in Andhra Pradesh/Telangana
కమేపల్లి	కమేపల్లి	MANDAL	LOCATION	South India	కమేపల్లి is a mandal in Andhra Pradesh/Telangana
కరవాడ	కరవాడ	MANDAL	LOCATION	South India	కరవాడ is a mandal in Andhra Pradesh/Telangana
కాగజ్నగర్	కాగజ్నగర్	MANDAL	LOCATION	South India	కాగజ్నగర్ is a mandal in Andhra Pradesh/Telangana
కాటంగూర్	కాటంగూర్	MANDAL	LOCATION	South India	కాటంగూర్ is a mandal in Andhra Pradesh/Telangana
కావలి	కావలి	MANDAL	LOCATION	South India	కావలి is a mandal in Andhra Pradesh/Telangana
కుంటala	కుంటala	MANDAL	LOCATION	South India	కుంటala is a mandal in Andhra Pradesh/Telangana
కుంటాల	కుంటాల	MANDAL	LOCATION	South India	కుంటాల is a mandal in Andhra Pradesh/Telangana
కుకat్పల్లి	కుకat్పల్లి	MANDAL	LOCATION	South India	కుకat్పల్లి is a mandal in Andhra Pradesh/Telangana
కురబలకోట	కురబలకోట	MANDAL	LOCATION	South India	కురబలకోట is a mandal in Andhra Pradesh/Telangana
కుర్నూల్	కుర్నూల్	MANDAL	LOCATION	South India	కుర్నూల్ is a mandal in Andhra Pradesh/Telangana
కె. ఆర్. పురం	కె. ఆర్. పురం	MANDAL	LOCATION	South India	కె. ఆర్. పురం is a mandal in Andhra Pradesh/Telangana
కేరూర్	కేరూర్	MANDAL	LOCATION	South India	కేరూర్ is a mandal in Andhra Pradesh/Telangana
కేశమపల్లి	కేశమపల్లి	MANDAL	LOCATION	South India	కేశమపల్లి is a mandal in Andhra Pradesh/Telangana
కొండపాక్	కొండపాక్	MANDAL	LOCATION	South India	కొండపాక్ is a mandal in Andhra Pradesh/Telangana
కొండపి	కొండపి	MANDAL	LOCATION	South India	కొండపి is a mandal in Andhra Pradesh/Telangana
కొండమల్లి	కొండమల్లి	MANDAL	LOCATION	South India	కొండమల్లి is a mandal in Andhra Pradesh/Telangana
కొండూరు	కొండూరు	MANDAL	LOCATION	South India	కొండూరు is a mandal in Andhra Pradesh/Telangana
కొట్టూరు	కొట్టూరు	MANDAL	LOCATION	South India	కొట్టూరు is a mandal in Andhra Pradesh/Telangana
కొడురు	కొడురు	MANDAL	LOCATION	South India	కొడురు is a mandal in Andhra Pradesh/Telangana
కొణిదెన	కొణిదెన	MANDAL	LOCATION	South India	కొణిదెన is a mandal in Andhra Pradesh/Telangana
కొణిసర్ల	కొణిసర్ల	MANDAL	LOCATION	South India	కొణిసర్ల is a mandal in Andhra Pradesh/Telangana
కొతగూడెం	కొతగూడెం	MANDAL	LOCATION	South India	కొతగూడెం is a mandal in Andhra Pradesh/Telangana
కొత్తపల్లి	కొత్తపల్లి	MANDAL	LOCATION	South India	కొత్తపల్లి is a mandal in Andhra Pradesh/Telangana
కొమరగిరి	కొమరగిరి	MANDAL	LOCATION	South India	కొమరగిరి is a mandal in Andhra Pradesh/Telangana
కొమ్మవరం	కొమ్మవరం	MANDAL	LOCATION	South India	కొమ్మవరం is a mandal in Andhra Pradesh/Telangana
కొరుకు	కొరుకు	MANDAL	LOCATION	South India	కొరుకు is a mandal in Andhra Pradesh/Telangana
కోట	కోట	MANDAL	LOCATION	South India	కోట is a mandal in Andhra Pradesh/Telangana
కోటనందిగామ	కోటనందిగామ	MANDAL	LOCATION	South India	కోటనందిగామ is a mandal in Andhra Pradesh/Telangana
కోటబొమ్మాలి	కోటబొమ్మాలి	MANDAL	LOCATION	South India	కోటబొమ్మాలి is a mandal in Andhra Pradesh/Telangana
కోడాడ్	కోడాడ్	MANDAL	LOCATION	South India	కోడాడ్ is a mandal in Andhra Pradesh/Telangana
కోదాంగల్	కోదాంగల్	MANDAL	LOCATION	South India	కోదాంగల్ is a mandal in Andhra Pradesh/Telangana
ఖాజాగూడ	ఖాజాగూడ	MANDAL	LOCATION	South India	ఖాజాగూడ is a mandal in Andhra Pradesh/Telangana
ఖైరతాబాద్	ఖైరతాబాద్	MANDAL	LOCATION	South India	ఖైరతాబాద్ is a mandal in Andhra Pradesh/Telangana
గంజం	గంజం	MANDAL	LOCATION	South India	గంజం is a mandal in Andhra Pradesh/Telangana
గజ్వేల్	గజ్వేల్	MANDAL	LOCATION	South India	గజ్వేల్ is a mandal in Andhra Pradesh/Telangana
గడిగూడ	గడిగూడ	MANDAL	LOCATION	South India	గడిగూడ is a mandal in Andhra Pradesh/Telangana
గద్వాల	గద్వాల	MANDAL	LOCATION	South India	గద్వాల is a mandal in Andhra Pradesh/Telangana
గార్లa	గార్లa	MANDAL	LOCATION	South India	గార్లa is a mandal in Andhra Pradesh/Telangana
గూడిహత్నూర్	గూడిహత్నూర్	MANDAL	LOCATION	South India	గూడిహత్నూర్ is a mandal in Andhra Pradesh/Telangana
గూడేముల్లa	గూడేముల్లa	MANDAL	LOCATION	South India	గూడేముల్లa is a mandal in Andhra Pradesh/Telangana
గోకవరం	గోకవరం	MANDAL	LOCATION	South India	గోకవరం is a mandal in Andhra Pradesh/Telangana
గోపవరం	గోపవరం	MANDAL	LOCATION	South India	గోపవరం is a mandal in Andhra Pradesh/Telangana
ఘట్కేసర్	ఘట్కేసర్	MANDAL	LOCATION	South India	ఘట్కేసర్ is a mandal in Andhra Pradesh/Telangana
చoutuppal	చoutuppal	MANDAL	LOCATION	South India	చoutuppal is a mandal in Andhra Pradesh/Telangana
చందూర్తి	చందూర్తి	MANDAL	LOCATION	South India	చందూర్తి is a mandal in Andhra Pradesh/Telangana
చంద్రగిరి	చంద్రగిరి	MANDAL	LOCATION	South India	చంద్రగిరి is a mandal in Andhra Pradesh/Telangana
చింతకమల	చింతకమల	MANDAL	LOCATION	South India	చింతకమల is a mandal in Andhra Pradesh/Telangana
చింతపల్లి	చింతపల్లి	MANDAL	LOCATION	South India	చింతపల్లి is a mandal in Andhra Pradesh/Telangana
చింతామనేని పల్లి	చింతామనేని పల్లి	MANDAL	LOCATION	South India	చింతామనేని పల్లి is a mandal in Andhra Pradesh/Telangana
చింతూరు	చింతూరు	MANDAL	LOCATION	South India	చింతూరు is a mandal in Andhra Pradesh/Telangana
చిన్న కోడూర్	చిన్న కోడూర్	MANDAL	LOCATION	South India	చిన్న కోడూర్ is a mandal in Andhra Pradesh/Telangana
చుంచుల	చుంచుల	MANDAL	LOCATION	South India	చుంచుల is a mandal in Andhra Pradesh/Telangana
చేర్లa	చేర్లa	MANDAL	LOCATION	South India	చేర్లa is a mandal in Andhra Pradesh/Telangana
చొక్కాల	చొక్కాల	MANDAL	LOCATION	South India	చొక్కాల is a mandal in Andhra Pradesh/Telangana
చోటుప్పల్లి	చోటుప్పల్లి	MANDAL	LOCATION	South India	చోటుప్పల్లి is a mandal in Andhra Pradesh/Telangana
జULURU	జULURU	MANDAL	LOCATION	South India	జULURU is a mandal in Andhra Pradesh/Telangana
జగదేవ్పూర్	జగదేవ్పూర్	MANDAL	LOCATION	South India	జగదేవ్పూర్ is a mandal in Andhra Pradesh/Telangana
జగ్గంపేట	జగ్గంపేట	MANDAL	LOCATION	South India	జగ్గంపేట is a mandal in Andhra Pradesh/Telangana
జమ్మలమడుగు	జమ్మలమడుగు	MANDAL	LOCATION	South India	జమ్మలమడుగు is a mandal in Andhra Pradesh/Telangana
జలుమూరు	జలుమూరు	MANDAL	LOCATION	South India	జలుమూరు is a mandal in Andhra Pradesh/Telangana
జువ్విగుంట	జువ్విగుంట	MANDAL	LOCATION	South India	జువ్విగుంట is a mandal in Andhra Pradesh/Telangana
జైనాద్	జైనాద్	MANDAL	LOCATION	South India	జైనాద్ is a mandal in Andhra Pradesh/Telangana
జోగులంబ	జోగులంబ	MANDAL	LOCATION	South India	జోగులంబ is a mandal in Andhra Pradesh/Telangana
తాండూరు	తాండూరు	MANDAL	LOCATION	South India	తాండూరు is a mandal in Andhra Pradesh/Telangana
తాడిపత్రి	తాడిపత్రి	MANDAL	LOCATION	South India	తాడిపత్రి is a mandal in Andhra Pradesh/Telangana
తాడ్వాయ్	తాడ్వాయ్	MANDAL	LOCATION	South India	తాడ్వాయ్ is a mandal in Andhra Pradesh/Telangana
తుమ్మలపల్లి	తుమ్మలపల్లి	MANDAL	LOCATION	South India	తుమ్మలపల్లి is a mandal in Andhra Pradesh/Telangana
తెకమల్లి	తెకమల్లి	MANDAL	LOCATION	South India	తెకమల్లి is a mandal in Andhra Pradesh/Telangana
తెకులాపల్లి	తెకులాపల్లి	MANDAL	LOCATION	South India	తెకులాపల్లి is a mandal in Andhra Pradesh/Telangana
తెనాలి	తెనాలి	MANDAL	LOCATION	South India	తెనాలి is a mandal in Andhra Pradesh/Telangana
తెన్నేరు	తెన్నేరు	MANDAL	LOCATION	South India	తెన్నేరు is a mandal in Andhra Pradesh/Telangana
తొరూరు	తొరూరు	MANDAL	LOCATION	South India	తొరూరు is a mandal in Andhra Pradesh/Telangana
తోగుటి	తోగుటి	MANDAL	LOCATION	South India	తోగుటి is a mandal in Andhra Pradesh/Telangana
దిలావర్పూర్	దిలావర్పూర్	MANDAL	LOCATION	South India	దిలావర్పూర్ is a mandal in Andhra Pradesh/Telangana
దుమ్ముగూడెం	దుమ్ముగూడెం	MANDAL	LOCATION	South India	దుమ్ముగూడెం is a mandal in Andhra Pradesh/Telangana
దేవిపట్నం	దేవిపట్నం	MANDAL	LOCATION	South India	దేవిపట్నం is a mandal in Andhra Pradesh/Telangana
దేవుపల్లి	దేవుపల్లి	MANDAL	LOCATION	South India	దేవుపల్లి is a mandal in Andhra Pradesh/Telangana
దేవెర్పల్లి	దేవెర్పల్లి	MANDAL	LOCATION	South India	దేవెర్పల్లి is a mandal in Andhra Pradesh/Telangana
దొన్నికోట	దొన్నికోట	MANDAL	LOCATION	South India	దొన్నికోట is a mandal in Andhra Pradesh/Telangana
దౌలతాబాద్	దౌలతాబాద్	MANDAL	LOCATION	South India	దౌలతాబాద్ is a mandal in Andhra Pradesh/Telangana
ధన్వాడ	ధన్వాడ	MANDAL	LOCATION	South India	ధన్వాడ is a mandal in Andhra Pradesh/Telangana
నawabpet	నawabpet	MANDAL	LOCATION	South India	నawabpet is a mandal in Andhra Pradesh/Telangana
నందికోట్ల	నందికోట్ల	MANDAL	LOCATION	South India	నందికోట్ల is a mandal in Andhra Pradesh/Telangana
నందిగామ	నందిగామ	MANDAL	LOCATION	South India	నందిగామ is a mandal in Andhra Pradesh/Telangana
నకrekal	నకrekal	MANDAL	LOCATION	South India	నకrekal is a mandal in Andhra Pradesh/Telangana
నర్నూర్	నర్నూర్	MANDAL	LOCATION	South India	నర్నూర్ is a mandal in Andhra Pradesh/Telangana
నర్సాపూర్	నర్సాపూర్	MANDAL	LOCATION	South India	నర్సాపూర్ is a mandal in Andhra Pradesh/Telangana
నల్లజర్ల	నల్లజర్ల	MANDAL	LOCATION	South India	నల్లజర్ల is a mandal in Andhra Pradesh/Telangana
నసర్యల్	నసర్యల్	MANDAL	LOCATION	South India	నసర్యల్ is a mandal in Andhra Pradesh/Telangana
నాగర్కర్నూల్	నాగర్కర్నూల్	MANDAL	LOCATION	South India	నాగర్కర్నూల్ is a mandal in Andhra Pradesh/Telangana
నిజాంపట్నం	నిజాంపట్నం	MANDAL	LOCATION	South India	నిజాంపట్నం is a mandal in Andhra Pradesh/Telangana
నిడమాడు	నిడమాడు	MANDAL	LOCATION	South India	నిడమాడు is a mandal in Andhra Pradesh/Telangana
నూథన్కల్	నూథన్కల్	MANDAL	LOCATION	South India	నూథన్కల్ is a mandal in Andhra Pradesh/Telangana
నెల్లిపాకa	నెల్లిపాకa	MANDAL	LOCATION	South India	నెల్లిపాకa is a mandal in Andhra Pradesh/Telangana
నేరెడుగొండ	నేరెడుగొండ	MANDAL	LOCATION	South India	నేరెడుగొండ is a mandal in Andhra Pradesh/Telangana
పమిడి	పమిడి	MANDAL	LOCATION	South India	పమిడి is a mandal in Andhra Pradesh/Telangana
పరిగి	పరిగి	MANDAL	LOCATION	South India	పరిగి is a mandal in Andhra Pradesh/Telangana
పాములపాడు	పాములపాడు	MANDAL	LOCATION	South India	పాములపాడు is a mandal in Andhra Pradesh/Telangana
పార్వతీపురం	పార్వతీపురం	MANDAL	LOCATION	South India	పార్వతీపురం is a mandal in Andhra Pradesh/Telangana
పాలకొండ	పాలకొండ	MANDAL	LOCATION	South India	పాలకొండ is a mandal in Andhra Pradesh/Telangana
పాలమనేరు	పాలమనేరు	MANDAL	LOCATION	South India	పాలమనేరు is a mandal in Andhra Pradesh/Telangana
పాలాస	పాలాస	MANDAL	LOCATION	South India	పాలాస is a mandal in Andhra Pradesh/Telangana
పాల్వంచa	పాల్వంచa	MANDAL	LOCATION	South India	పాల్వంచa is a mandal in Andhra Pradesh/Telangana
పి.గన్నవరం	పి.గన్నవరం	MANDAL	LOCATION	South India	పి.గన్నవరం is a mandal in Andhra Pradesh/Telangana
పిడుగురాళ్ల	పిడుగురాళ్ల	MANDAL	LOCATION	South India	పిడుగురాళ్ల is a mandal in Andhra Pradesh/Telangana
పినపాకa	పినపాకa	MANDAL	LOCATION	South India	పినపాకa is a mandal in Andhra Pradesh/Telangana
పుంగనూరు	పుంగనూరు	MANDAL	LOCATION	South India	పుంగనూరు is a mandal in Andhra Pradesh/Telangana
పుట్టిపల్లి	పుట్టిపల్లి	MANDAL	LOCATION	South India	పుట్టిపల్లి is a mandal in Andhra Pradesh/Telangana
పుత్తూరు	పుత్తూరు	MANDAL	LOCATION	South India	పుత్తూరు is a mandal in Andhra Pradesh/Telangana
పుదూర్	పుదూర్	MANDAL	LOCATION	South India	పుదూర్ is a mandal in Andhra Pradesh/Telangana
పురుషోత్తపురం	పురుషోత్తపురం	MANDAL	LOCATION	South India	పురుషోత్తపురం is a mandal in Andhra Pradesh/Telangana
పులికట్	పులికట్	MANDAL	LOCATION	South India	పులికట్ is a mandal in Andhra Pradesh/Telangana
పులిగడ్డ	పులిగడ్డ	MANDAL	LOCATION	South India	పులిగడ్డ is a mandal in Andhra Pradesh/Telangana
పులివర్రు	పులివర్రు	MANDAL	LOCATION	South India	పులివర్రు is a mandal in Andhra Pradesh/Telangana
పుల్లంపేట	పుల్లంపేట	MANDAL	LOCATION	South India	పుల్లంపేట is a mandal in Andhra Pradesh/Telangana
పెడన	పెడన	MANDAL	LOCATION	South India	పెడన is a mandal in Andhra Pradesh/Telangana
పెదకాకాని	పెదకాకాని	MANDAL	LOCATION	South India	పెదకాకాని is a mandal in Andhra Pradesh/Telangana
పెదనందిపాడు	పెదనందిపాడు	MANDAL	LOCATION	South India	పెదనందిపాడు is a mandal in Andhra Pradesh/Telangana
పెదభట్లపల్లి	పెదభట్లపల్లి	MANDAL	LOCATION	South India	పెదభట్లపల్లి is a mandal in Andhra Pradesh/Telangana
పెదశిరిడిపి	పెదశిరిడిపి	MANDAL	LOCATION	South India	పెదశిరిడిపి is a mandal in Andhra Pradesh/Telangana
